http://commons.wikimedia.org/w/index.php?oldid=102062281,refers,USNM 118756
http://commons.wikimedia.org/w/index.php?oldid=150461741,refers,USNM 414915
http://commons.wikimedia.org/w/index.php?oldid=98056857,refers,USNM 414915
http://commons.wikimedia.org/w/index.php?oldid=121401965,refers,USNM 122206
http://commons.wikimedia.org/w/index.php?oldid=181581493,refers,AMNH 460
http://commons.wikimedia.org/w/index.php?oldid=115250957,refers,AMNH 5027
http://commons.wikimedia.org/w/index.php?oldid=127422917,refers,USNM 414915
http://commons.wikimedia.org/w/index.php?oldid=81370003,refers,ONE 7
http://commons.wikimedia.org/w/index.php?oldid=98056842,refers,USNM 414915
http://commons.wikimedia.org/w/index.php?oldid=82803167,refers,FMNH 282818
http://commons.wikimedia.org/w/index.php?oldid=103337759,refers,FMNH 99071
http://commons.wikimedia.org/w/index.php?oldid=117456161,refers,FMNH 99071
http://commons.wikimedia.org/w/index.php?oldid=178712936,refers,AMNH 6515
http://commons.wikimedia.org/w/index.php?oldid=82803176,refers,FMNH 282818
http://commons.wikimedia.org/w/index.php?oldid=117456166,refers,FMNH 99071
http://commons.wikimedia.org/w/index.php?oldid=126676813,refers,FMNH 282818
http://commons.wikimedia.org/w/index.php?oldid=175626943,refers,FMNH 34718
http://commons.wikimedia.org/w/index.php?oldid=134238472,refers,AMNH 6279
http://commons.wikimedia.org/w/index.php?oldid=118458674,refers,AMNH 29074
http://commons.wikimedia.org/w/index.php?oldid=179372203,refers,AMNH 4985
http://commons.wikimedia.org/w/index.php?oldid=76220008,refers,AMNH 3024
http://commons.wikimedia.org/w/index.php?oldid=183446720,refers,AMNH 24000
http://commons.wikimedia.org/w/index.php?oldid=185121555,refers,AMNH 3856
http://commons.wikimedia.org/w/index.php?oldid=186987494,refers,AMNH 29076
http://commons.wikimedia.org/w/index.php?oldid=186987493,refers,AMNH 29076
http://commons.wikimedia.org/w/index.php?oldid=150336658,refers,AMNH 3856
http://commons.wikimedia.org/w/index.php?oldid=150635303,refers,AMNH 11311
http://commons.wikimedia.org/w/index.php?oldid=183388191,refers,AMNH 24000
http://commons.wikimedia.org/w/index.php?oldid=186579045,refers,AMNH 29051
http://commons.wikimedia.org/w/index.php?oldid=76219410,refers,AMNH 1676
http://commons.wikimedia.org/w/index.php?oldid=150656099,refers,AMNH 5850
http://commons.wikimedia.org/w/index.php?oldid=76220061,refers,AMNH 3024
http://commons.wikimedia.org/w/index.php?oldid=150656098,refers,AMNH 5850
http://commons.wikimedia.org/w/index.php?oldid=76219834,refers,AMNH 3024
http://commons.wikimedia.org/w/index.php?oldid=178056487,refers,AMNH 1713
http://commons.wikimedia.org/w/index.php?oldid=118458656,refers,AMNH 29074
http://commons.wikimedia.org/w/index.php?oldid=182449813,refers,AMNH 3015.
http://commons.wikimedia.org/w/index.php?oldid=148773814,refers,ISBN 0
http://commons.wikimedia.org/w/index.php?oldid=176053759,refers,BMNH 6.7.1.32
http://commons.wikimedia.org/w/index.php?oldid=170708319,refers,MNH 8304
http://commons.wikimedia.org/w/index.php?oldid=54785903,refers,PAL 60091
http://commons.wikimedia.org/w/index.php?oldid=150265784,refers,USNM 579394
http://commons.wikimedia.org/w/index.php?oldid=91252459,refers,MCZ 161803
http://commons.wikimedia.org/w/index.php?oldid=154099199,refers,PAL 57493
http://commons.wikimedia.org/w/index.php?oldid=154099198,refers,PAL 57492
http://commons.wikimedia.org/w/index.php?oldid=185168276,refers,USNM 12
http://commons.wikimedia.org/w/index.php?oldid=158417315,refers,AMNH 66753
http://commons.wikimedia.org/w/index.php?oldid=150267119,refers,USNM 578928
http://commons.wikimedia.org/w/index.php?oldid=54785796,refers,PAL 60087
http://commons.wikimedia.org/w/index.php?oldid=54785862,refers,PAL 60083
http://commons.wikimedia.org/w/index.php?oldid=54785854,refers,PAL 60082
http://commons.wikimedia.org/w/index.php?oldid=54785777,refers,PAL 57719
http://commons.wikimedia.org/w/index.php?oldid=150204086,refers,ONE 8
http://commons.wikimedia.org/w/index.php?oldid=54785831,refers,PAL 60080
http://commons.wikimedia.org/w/index.php?oldid=54785897,refers,PAL 60090
http://commons.wikimedia.org/w/index.php?oldid=54785871,refers,PAL 60085
http://commons.wikimedia.org/w/index.php?oldid=54785782,refers,PAL 60084
http://commons.wikimedia.org/w/index.php?oldid=54785908,refers,PAL 57720
http://commons.wikimedia.org/w/index.php?oldid=54786533,refers,PAL 57716
http://commons.wikimedia.org/w/index.php?oldid=54785835,refers,PAL 60079
http://commons.wikimedia.org/w/index.php?oldid=54785886,refers,PAL 60088
http://commons.wikimedia.org/w/index.php?oldid=54785841,refers,PAL 60081
http://commons.wikimedia.org/w/index.php?oldid=54785806,refers,PAL 60089
http://commons.wikimedia.org/w/index.php?oldid=119044521,refers,CPS 190211
http://commons.wikimedia.org/w/index.php?oldid=54785879,refers,PAL 60086
http://commons.wikimedia.org/w/index.php?oldid=54785821,refers,PAL 60092
http://commons.wikimedia.org/w/index.php?oldid=54785883,refers,PAL 60086
http://commons.wikimedia.org/w/index.php?oldid=158417290,refers,AMNH 140334
http://commons.wikimedia.org/w/index.php?oldid=154099197,refers,PAL 57718
http://commons.wikimedia.org/w/index.php?oldid=185169143,refers,USNM 12
http://commons.wikimedia.org/w/index.php?oldid=154794485,refers,PAL 57721
http://commons.wikimedia.org/w/index.php?oldid=154794486,refers,PAL 57490
http://commons.wikimedia.org/w/index.php?oldid=155366284,refers,PAL 57491
http://commons.wikimedia.org/w/index.php?oldid=155366287,refers,PAL 57499
http://commons.wikimedia.org/w/index.php?oldid=177788031,refers,TMP 1992.082.0001
http://commons.wikimedia.org/w/index.php?oldid=155366283,refers,PAL 136439
http://commons.wikimedia.org/w/index.php?oldid=154794500,refers,PAL 139213
http://commons.wikimedia.org/w/index.php?oldid=115250854,refers,AMNH 5027.
http://commons.wikimedia.org/w/index.php?oldid=177816815,refers,PHONINAE 15
http://commons.wikimedia.org/w/index.php?oldid=59030338,refers,USNM 71367
http://commons.wikimedia.org/w/index.php?oldid=183144797,refers,USNM 498496
http://commons.wikimedia.org/w/index.php?oldid=179373961,refers,AMNH 460
http://commons.wikimedia.org/w/index.php?oldid=150203959,refers,AMNH 460
http://commons.wikimedia.org/w/index.php?oldid=170621751,refers,YPM 6241
http://commons.wikimedia.org/w/index.php?oldid=170690867,refers,MCZ 76150.
http://commons.wikimedia.org/w/index.php?oldid=178159126,refers,RAM 14000
http://commons.wikimedia.org/w/index.php?oldid=185307718,refers,UCMP 10577.
http://commons.wikimedia.org/w/index.php?oldid=185307452,refers,USNM 696802.
http://commons.wikimedia.org/w/index.php?oldid=151936977,refers,AMNH 5027
http://commons.wikimedia.org/w/index.php?oldid=157981366,refers,AMNH 5027
http://commons.wikimedia.org/w/index.php?oldid=170690869,refers,MCZ 356674.
http://commons.wikimedia.org/w/index.php?oldid=150203956,refers,AMNH 460
http://commons.wikimedia.org/w/index.php?oldid=177784214,refers,AMNH 460
http://commons.wikimedia.org/w/index.php?oldid=150203954,refers,AMNH 460
http://commons.wikimedia.org/w/index.php?oldid=150203957,refers,AMNH 460
http://commons.wikimedia.org/w/index.php?oldid=145959776,refers,MVZ 268323
http://commons.wikimedia.org/w/index.php?oldid=165692725,refers,JEP Boeing 777
http://commons.wikimedia.org/w/index.php?oldid=186097729,refers,LHR 09
