0.27749999999999997,USNM 180030
0.27749999999999997,AMNH 5458
0.27749999999999997,USNM 178993
0.27749999999999997,ATLANTIC OCEAN 3
0.27749999999999997,FMNH PE 38977
0.27749999999999997,CMD 594
0.27749999999999997,EOLID:13276641
0.27749999999999997,ALBERT de .
0.27749999999999997,USNM 69901
0.27749999999999997,EOLID:12040272
0.27749999999999997,EOLID:492905
0.27749999999999997,USNM 578928
0.27749999999999997,EOLID:35797
0.27749999999999997,FILATJE .16
0.27749999999999997,MCZ 76142
0.27749999999999997,EOLID:331216
0.27749999999999997,EOLID:1103000
0.27749999999999997,EOLID:28160
0.27749999999999997,USNM 160364
0.27749999999999997,DHE 11
0.27749999999999997,EOLID:23729
0.27749999999999997,EOLID:42369
0.27749999999999997,AMNH 28506
0.27749999999999997,EOLID:13106916
0.27749999999999997,MCZ 35971
0.27749999999999997,CJU .
0.27749999999999997,EOLID:11077732
0.27749999999999997,end_id
0.27749999999999997,EOLID:3035620
0.27749999999999997,USNM PAL 60091
0.27749999999999997,USNM 180114
0.27749999999999997,EOLID:12089643
0.27749999999999997,EOLID:36963
0.27749999999999997,EOLID:64297
0.27749999999999997,USNM 118756
0.27749999999999997,EOLID:218311
0.27749999999999997,USNM PAL 57492
0.27749999999999997,USNM 307949
0.27749999999999997,USNM 573671
0.27749999999999997,AMNH LIBRARY 100105045
0.27749999999999997,DMNH 21461
0.27749999999999997,EOLID:34191
0.27749999999999997,EOLID:16180293
0.27749999999999997,AMNH 113626
0.27749999999999997,EOLID:10955
0.27749999999999997,EOLID:20028
0.27749999999999997,AMNH 43589
0.27749999999999997,EOLID:113961
0.27749999999999997,EOLID:17804
0.27749999999999997,AMNH 7538
0.27749999999999997,USNM 859316
0.27749999999999997,EOLID:217396
0.27749999999999997,EOLID:1018893
0.27749999999999997,EOLID:11113512
0.27749999999999997,EOLID:4746339
0.27749999999999997,EOLID:11046892
0.27749999999999997,USNM 164237
0.27749999999999997,EOLID:4601095
0.27749999999999997,EOLID:92761
0.27749999999999997,AMNH 4684
0.27749999999999997,USNM 324293
0.27749999999999997,AMNH LIBRARY 100100260
0.27749999999999997,USNM 318171
0.27749999999999997,UCB 1.22.13
0.27749999999999997,USNM 760616
0.27749999999999997,EOLID:11054950
0.27749999999999997,AMNH 1694
0.27749999999999997,EOLID:4494681
0.27749999999999997,FMNH PR 2512
0.27749999999999997,EOLID:11111590
0.27749999999999997,EOLID:2983318
0.27749999999999997,EOLID:10713618
0.27749999999999997,USNM 573681
0.27749999999999997,EOLID:210208
0.27749999999999997,SBMNH 35514
0.27749999999999997,EOLID:4522858
0.27749999999999997,USNM 859319
0.27749999999999997,EOLID:27801
0.27749999999999997,USMN 119
0.27749999999999997,AMNH 2438
0.27749999999999997,USNM 228133
0.27749999999999997,USNM 149140
0.27749999999999997,EOLID:11519242
0.27749999999999997,USNM 579877
0.27749999999999997,EOLID:30775
0.27749999999999997,FMNH PE 60832
0.27749999999999997,EOLID:344820
0.27749999999999997,USNM 21903
0.27749999999999997,EOLID:10950178
0.27749999999999997,FMNH 299441
